Gender,AgeGroup,FoodCategory,TotalDryMatter,TotalFat,TotalProtein,TotalCarbohydrates,TotalCalories,PercentageDryMatter,PercentageFat,PercentageProtein,PercentageCarbohydrates,PercentageCalories
Female,30-39,Fruits and nuts,350.745332199939,121.80712945394555,37.42325376453812,167.3336989132614,1964.0083927274788,26.033626615143856,31.734688061680345,14.123806934740028,26.732245250913856,27.407935225536527
Female,30-39,Grains and cereals,403.93190608570507,33.78789683368959,58.11608276434129,281.2182257114834,1723.7153630020032,29.98133248138043,8.802837494686925,21.93343042621082,44.92576586526675,24.05462175791042
Female,30-39,Legumes,0.7878343195266271,0.06663589743589743,0.2005396449704142,0.3893530571992109,3.2275226824457595,0.058476001321267804,0.017360801689673442,0.0756851140241412,0.06220074905316951,0.04504040458634524
Female,30-39,Poultry,16.84710702341136,4.511019076408539,10.183663853871877,1.9910217391304341,89.60775945459218,1.2504551123800678,1.1752660445400331,3.8433884735236665,0.31807389531217545,1.250485321718126
Female,30-39,Red meat,88.211244260355,27.58422771597632,51.113204075739624,8.482626385798813,488.89428871005896,6.547367521407982,7.186581490862895,19.290493304614543,1.355134383508664,6.822569112595104
Female,30-39,Starchy vegetables,36.67128047337278,7.138140355029588,3.3528702958579886,23.12275455621302,175.5826579881657,2.7218791975221297,1.8597159174743079,1.2653975261979031,3.6939549516190437,2.4502737028450827
Female,30-39,Vegetables,129.72549463154567,72.6414455041076,18.601234798191836,32.370980038411766,869.9096949128417,9.628710005974803,18.925440766535814,7.020240695542627,5.171396933308812,12.139677538305575
Female,40-49,Dairy and alternatives,258.07595086418326,97.98838603188362,61.70235233833457,92.80189192258082,1513.2408254381482,20.21748702045441,26.52932085693903,24.137236801869257,15.90722104321059,22.19226202141996
Female,40-49,Eggs,8.514492187500004,2.6321343750000006,2.605855078125001,3.1072640625000014,46.77714843750001,0.6670192813786597,0.7126225892753525,1.0193799540601822,0.5326177651964992,0.686004975076775
Female,40-49,Fish,36.041289062499985,7.630500956632648,19.71338265306122,7.7720854591836686,180.1738105867346,2.823449032664848,2.065877563406546,7.711644163154177,1.332217251229066,2.642318622867432
Female,40-49,Fruits and nuts,328.2649404378501,114.00012038452975,35.02467756578398,156.60874618766044,1838.128804207749,25.716042701185838,30.86432886471667,13.701243214826583,26.84438745047837,26.956869895633833
Female,40-49,Grains and cereals,365.13412946249645,30.54255955240196,52.53401617505729,254.20713364584645,1558.1520029203289,28.60434882992213,8.269075499357562,20.55069118949596,43.57377831304238,22.850901810685798
Female,40-49,Legumes,0.7561584228515623,0.06395671508789062,0.192476689453125,0.373698614501953,3.0977559631347655,0.059236914746287624,0.017315605289900372,0.07529462420970848,0.06405587581536874,0.04542978940077028
Female,40-49,Poultry,15.307168817934782,4.098681776494565,9.252808899456523,1.8090290421195652,81.41701120923912,1.1991527527466748,1.1096748129286742,3.6195903563610154,0.31008661839125107,1.1940119612046325
Female,40-49,Red meat,88.63009546874996,27.715205203124984,51.35590360312497,8.522904224999996,491.21569303124977,6.94321884220856,7.503599163378065,20.089827364206712,1.4609154902821513,7.2038681388512815
Female,40-49,Starchy vegetables,37.611446875,7.32114568359375,3.43883009765625,23.7155682421875,180.0841892578125,2.946454082488301,1.9821228897193548,1.3452300154358179,4.065098010162749,2.6410042914135663
Female,40-49,Vegetables,138.1629882149997,77.36612766527078,19.811080246843535,34.4764253646368,926.489609985501,10.823590542204286,20.94606215498885,7.74986231638059,5.909622182191587,13.587328493445952
Female,50-59,Dairy and alternatives,245.7303767881727,93.3009175781416,58.7506981493013,88.3625296833341,1440.8519544769727,19.28321980534061,25.064497557663003,23.022770803281798,15.272636788739009,21.11508308489837
Female,50-59,Eggs,9.459062851993691,2.924134985357062,2.894940346924983,3.451974048209056,51.96645640910113,0.7422818070423663,0.7855439807156812,1.1344469120529015,0.5966414274397298,0.7615466955480721
Female,50-59,Fish,44.961963298791034,9.519146314899018,24.592693835254323,9.695774770011633,224.7691042613937,3.528303795821043,2.5572376537561547,9.637195326011202,1.67582398306707,3.293897264497456
Female,50-59,Fruits and nuts,366.1963810343964,127.17298248974629,39.07182458894058,174.70509039363432,2050.526977014776,28.73655833561724,34.163939559815596,15.311165496131332,30.196140833539754,30.049615682555853
Female,50-59,Grains and cereals,335.86822784419877,28.094539849758963,48.32335706396151,233.83215260832904,1433.2644080769014,26.356614708375908,7.547359058480714,18.936584741537494,40.415700513716324,21.00389076416742
Female,50-59,Legumes,1.0578580310880827,0.0894748013816926,0.2692729533678757,0.5228006044905008,4.3337294473229715,0.08301337914726285,0.02403664400005021,0.10552060969823757,0.09036119465944357,0.06350899345582814
Female,50-59,Poultry,16.926445145303,4.532262829466097,10.23162180671323,2.0003980626267186,90.02974949312909,1.3282703039245414,1.217553841576083,4.009489099230732,0.3457500951238305,1.3193483443967449
Female,50-59,Red meat,84.22514777202072,26.33774951295336,48.80349667979274,8.099312812435233,466.80209599999995,6.6094068582543315,7.0754122840096985,19.12473815378745,1.3998904656306368,6.8407895832869405
Female,50-59,Starchy vegetables,40.68813264248704,7.920028911917099,3.7201327461139897,25.65554549222798,194.81540829015546,3.1929231357923658,2.127648371229668,1.4578169497477584,4.434321078447692,2.8549383713458902
Female,50-59,Vegetables,129.20873908112438,72.35208164188843,18.527137633606287,32.24203172601614,866.4444495924188,10.139407870684334,19.436771048753368,7.260271908521091,5.5727336196365025,12.697381215847425
Female,60-69,Dairy and alternatives,251.00987659948748,95.30548121080112,60.01295275472693,90.26099240043075,1471.808557080285,19.448336432900756,24.85375498771532,23.710274697942207,15.44159135083828,21.19942211656241
Female,60-69,Eggs,8.877834782608694,2.7444565797101443,2.7170558550724637,3.23986168115942,48.773289855072456,0.6878578643476166,0.7156991448967027,1.0734706048661493,0.5542662315494873,0.7025136215421056
Female,60-69,Fish,48.219498333333355,10.208817102040818,26.374456816326543,10.398242448979595,241.0538297959184,3.736064249410811,2.662254423828093,10.420177435359754,1.7789014544816426,3.4720561081633314
Female,60-69,Fruits and nuts,393.30744869657946,136.58813652087605,41.96447709720285,187.63924750684927,2202.3361660077103,30.473604016872972,35.61944219986515,16.579575472593515,32.10078356468125,31.7216894827595
Female,60-69,Grains and cereals,316.5124274789961,26.475475408401863,45.538523088119284,220.35660449262002,1350.666599015439,24.52349787266573,6.904272142840073,17.991630842940758,37.69797503375438,19.454535193131182
Female,60-69,Legumes,0.8726666666666667,0.07381111111111113,0.22213333333333338,0.4312777777777777,3.5750555555555565,0.06761453038037965,0.019248455048130886,0.0877617599392,0.07378176359503781,0.05149386545403105
Female,60-69,Poultry,9.648147826086957,2.583409652173913,5.8320692173913065,1.1402356521739134,51.31735130434783,0.7475419988174375,0.6737013413322189,2.304168631177193,0.19506824062397657,0.7391574039784924
Female,60-69,Red meat,80.98460853333334,25.324411893333334,46.925795658666665,7.787693994666667,448.8420146133334,6.274716891543415,6.604097900861959,18.53972275008339,1.33229632239725,6.464965355489021
Female,60-69,Starchy vegetables,47.39445866666666,9.2254291,4.333294899999999,29.884160599999994,226.925401,3.672139876293713,2.405806587354533,1.712023949998017,5.112496368318456,3.2685550995249293
Female,60-69,Vegetables,133.8226335556682,74.93569070798776,19.188720267758757,33.39335734908667,897.384177716874,10.36862626676716,19.541722816257824,7.581193855099815,5.7128396697602435,12.925611753395
Female,70-79,Dairy and alternatives,253.45953666794162,96.23558816431924,60.598632234534215,91.1418690887022,1486.1722574236048,19.394901370930786,25.776245035788126,23.50334130035401,15.075387514584564,21.372822551650273
Female,70-79,Eggs,9.843260869565217,3.0429043478260867,3.012523913043479,3.5921826086956528,54.077173913043474,0.7532132199218471,0.8150274715015569,1.1684154426077715,0.5941675915877288,0.7776903628532583
Female,70-79,Fish,65.20819642857144,13.805588483965016,35.666707871720135,14.061752186588924,325.98193731778423,4.989776888787268,3.6977612795208734,13.83342787217786,2.32589440469531,4.687985572691478
Female,70-79,Fruits and nuts,375.1211438356164,130.2723815068493,40.02406438356164,178.96291917808216,2100.501438356164,28.704532812170736,34.892838410076074,15.523440228707047,29.601492533855644,30.207564625986947
Female,70-79,Grains and cereals,353.63180040976965,29.58041840552702,50.87910776812119,246.19918844760022,1509.0676374622492,27.060153193437397,7.9229745214431935,19.733597786554675,40.72275682663044,21.702083774482443
Female,70-79,Legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,70-79,Poultry,0.8349068322981367,0.22355652173913043,0.5046807453416151,0.09867080745341618,4.440770186335404,0.06388765591232436,0.059878552140785204,0.19574177449373584,0.01632071707120165,0.06386325186135722
Female,70-79,Red meat,78.60106285714286,24.579061714285718,45.544671771428575,7.558485942857144,435.63165942857154,6.014608413657041,6.583384895153448,17.664622543187544,1.2502168953899173,6.2648714564142045
Female,70-79,Starchy vegetables,53.815599999999996,10.4753175,4.9203825,33.932955,257.669925,4.118007426111891,2.8057640199240894,1.9083834892214706,5.612705239148657,3.705582281201426
Female,70-79,Vegetables,116.32040644836044,65.1350953799292,16.67908993766062,29.025948722682124,780.0182190326741,8.900919019070713,17.44612581445184,6.469029562695888,4.8010582770365335,11.217536122858615
Female,80-89,Dairy and alternatives,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Eggs,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Fish,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Fruits and nuts,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Grains and cereals,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Legumes,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Poultry,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Red meat,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Starchy vegetables,0.0,0.0,0.0,0.0,0.0,,,,,
Female,80-89,Vegetables,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Dairy and alternatives,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Eggs,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Fish,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Fruits and nuts,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Grains and cereals,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Legumes,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Poultry,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Red meat,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Starchy vegetables,0.0,0.0,0.0,0.0,0.0,,,,,
Female,90-99,Vegetables,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Dairy and alternatives,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Eggs,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Fish,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Fruits and nuts,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Grains and cereals,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Legumes,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Poultry,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Red meat,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Starchy vegetables,0.0,0.0,0.0,0.0,0.0,,,,,
Male,0-9,Vegetables,0.0,0.0,0.0,0.0,0.0,,,,,
Male,10-19,Dairy and alternatives,360.48739756800717,136.87280102713873,86.18749768736171,129.62816719859455,2113.735298578602,21.161763686436835,32.57084054190263,23.658517781103527,15.662143754551847,24.19531374116022
Male,10-19,Eggs,6.819744245524297,2.108227109974424,2.087178516624041,2.4887856777493607,37.466496163682855,0.40034080830383706,0.5016827924159903,0.5729317055590539,0.3007040823115399,0.42886809435025974
Male,10-19,Fish,20.24141666666667,4.285422448979592,11.071379591836738,4.364938775510204,101.1887551020408,1.1882359246633456,1.019777561304738,3.0391000778901276,0.5273876816997807,1.158278275627832
Male,10-19,Fruits and nuts,240.530226833199,83.53153638195005,25.66370209508461,114.75224004834809,1346.855797743755,14.119893938120128,19.877523739557155,7.044701013921372,13.864780461183251,15.41706693947183
Male,10-19,Grains and cereals,712.9908311731472,59.63990535061482,102.58222618810235,496.3856864739115,3042.575322366234,41.85484314201551,14.192168440564634,28.158880202090884,59.97511302729116,34.8274755856452
Male,10-19,Legumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,10-19,Poultry,7.768081841432226,2.0799989769820972,4.6956153452685445,0.9180460358056268,41.31750383631714,0.4560112595733054,0.4949655044552771,1.2889491181451083,0.1109216406960051,0.4729494601303832
Male,10-19,Red meat,192.41501882352944,60.16942329411764,111.49313454117647,18.503136752941177,1066.4241792941177,11.295377274032607,14.318174808319812,30.604929679959664,2.235615869587319,12.207047692552397
Male,10-19,Starchy vegetables,52.83190588235295,10.283839411764706,4.830442941176471,33.31269529411765,252.9599823529412,3.101401921201719,2.4471866662004564,1.3259593709168263,4.0249602676918075,2.895559411390588
Male,10-19,Vegetables,109.40003405572753,61.259944582043325,15.686783281733744,27.299077399380803,733.611773993808,6.4221320456527105,14.577679945279307,4.306031050413432,3.2983732149872997,8.397440799671282
Male,20-29,Dairy and alternatives,463.12771441414856,175.84411530836564,110.72736268815693,166.5367422090103,2715.5717628728967,25.73862809777251,36.1816562964034,28.405703955182197,20.005813050486502,28.73751027922159
Male,20-29,Eggs,12.404962270930648,3.8348179662234987,3.796531045634207,4.5270454904779,68.15071864893997,0.6894139575781545,0.789051515143711,0.9739520053653205,0.5438272933181516,0.7212042798818564
Male,20-29,Fish,32.080069559228654,6.791849232585596,17.54672774498229,6.917872491145219,160.3712998819362,1.7828710181599836,1.397489783035761,4.501390998626746,0.8310338122938657,1.697127633251569
Male,20-29,Fruits and nuts,266.8044824086037,92.65608161853501,28.46706979125739,127.28717057486075,1493.9792338251389,14.827835030820054,19.06490014189201,7.30286658447123,15.290819938402011,15.810019891933539
Male,20-29,Grains and cereals,634.7802297256505,53.097783539499126,91.32960237133653,441.9353045171411,2708.823981524958,35.278329817499646,10.925391223686777,23.42945396984668,53.08903588064423,28.6661019524377
Male,20-29,Legumes,0.7847818181818182,0.0663777134986226,0.19976264462809923,0.3878444903581267,3.2150174931129487,0.04361476700142491,0.013657867431825527,0.051246579046508534,0.04659118620819337,0.03402288958788787
Male,20-29,Poultry,29.73171936758894,7.9610317103844785,17.97209665828244,3.513748652533239,158.13948077614089,1.652359907844749,1.6380605777155415,4.61051401149007,0.42210143969764513,1.6735094304955116
Male,20-29,Red meat,161.5220588429752,50.5089945123967,93.59248954710745,15.532388072727274,895.2057385785125,8.976694921842189,10.392722418488127,24.009969044336053,1.865882854971424,9.473505530637038
Male,20-29,Starchy vegetables,42.95897520661157,8.362053099173554,3.927756818181818,27.08740537190083,205.6882376033058,2.3874733726594397,1.7205746728345521,1.0076163170203851,3.25397002910552,2.1766936610751015
Male,20-29,Vegetables,155.1538786526208,86.88039350250106,22.247390421325516,38.71623787607298,1040.4266611323792,8.62277910882185,17.876495503368286,5.707286534614813,4.6509245148724565,11.010304451478195
Male,30-39,Dairy and alternatives,421.5050949296158,160.04049900064155,100.77597619096782,151.56960628641087,2471.5155195276216,25.172294811851277,35.4489735732897,28.125144883286247,19.46430872095171,28.127164474734556
Male,30-39,Eggs,9.938296035805626,3.0722831202046037,3.041609367007673,3.626864578005115,54.59928069053707,0.593515287834246,0.6805107695731468,0.8488700120685956,0.46575572481186167,0.6213689277089613
Male,30-39,Fish,46.614827818627454,9.869083418367346,25.496755582232893,10.052204981992794,233.0319302220888,2.7838386832550976,2.1860021649201005,7.115782668730014,1.2908869125520621,2.6520276233079527
Male,30-39,Fruits and nuts,289.5863808924255,100.56779819198228,30.897815662771958,138.15596622683316,1621.547117747784,17.29410591000904,22.275769212749207,8.62314189292287,17.741752084511113,18.454070841983217
Male,30-39,Grains and cereals,568.7125285459904,47.571385060286765,81.82404974734494,395.9388347590964,2426.8905422352113,33.96352642936274,10.53706269586259,22.835931152086978,50.84578566366499,27.61930843819839
